class,Bojovník
description,"Pokud je postava ve městě nebo na vsi, může hráč určit, že v jejím dohledu se nachází nějaké místo či prvek obvyklý pro dané prostředí, například slepá ulička, stoka, hřbitov, podloubí nebo určitá budova. (aktivace: 1 Duše)"
class,Zvěd
name,Lesní přízrak
flavor,Má zaslouženou pověst nepolapitelného zbojníka či špeha.
description,"Postava s touto vyhrazenou dovedností se dokáže v divočině skrýt i na místech, kde není k dispozici žádný vhodný úkryt, a dokáže setřást i pronásledovatele, kteří jsou jí přímo v patách. (aktivace: 1 Vliv)"
name,Nouzové střely
flavor,Dokáže zabít protivníka třeba i vrženým oblázkem nebo skleněným střepem.
description,"Postava dokáže při vrhání na jakýkoliv cíl udělit jizvu jakémukoliv předmětu, který použije jako nouzový nástroj. Předmět tak zničí a získá tím 1 zdroj jako při zničení vrhací zbraně běžné kvality. (bez aktivace, Tělo)"
name,Černá ovce
flavor,"Když se dostane do úzkých, lže, vykrucuje se i ponižuje bez ohledu na to, co si o něm budou myslet ostatní."
description,"Postava dokáže za zdroje z jizvy na vlivu úrovně 1 dosáhnout úspěchu ve zkoušce nebo zabránit neúspěchu ve střetu bez ohledu na velikost svého aktuálního Ohrožení. (bez aktivace, Vliv)"
name,Nájezdník
flavor,Ze sedla koně nemilosrdně kosí nepřátele jako žnec obilí.
description,"Postava je zběhlá (některé manévry zdarma) a zároveň je mistrem (posílené manévry) v jízdní střelbě a vrhu na lidi, zvířata a neživé cíle. (bez aktivace, Tělo)"
name,Kapitán
flavor,"Ať už je za tím jeho osobní kouzlo nebo třeba řečnické nadání, lidé by ho následovali kamkoliv."
description,"Postava je mistrem (posílené manévry) ve vedení lidí mimo boj. (bez aktivace, Vliv)."
name,Šedá eminence
flavor,"Neptejte se ho, jak se stalo, že vašeho konkurenta postihla ta nepříjemná nehoda nebo že škraloup na vaší pověsti je náhle zapomenut."
description,"Postava je mistrem (posílené manévry) ve využívání svého vlivu v podsvětí, v utajování informací a v obnovování lidského vlivu. (bez aktivace, Vliv)."
name,Zbojník
flavor,"Ať má v ruce luk nebo vrhací nůž, každý jeho zásah dává vzniknout nové legendě."
description,"Postava je mistrem (posílené manévry) v pěší střelbě a vrhání na lidi, zvířata a neživé cíle. (bez aktivace, Tělo)"
name,Přískokem vpřed
flavor,Neochvějně míří ke svému cíli a vyhýbá se střelám i vrženým oštěpům nepřátel.
description,"Když postava čelí střelbě nebo vrhání, může v každém kole konfliktu použít jednou zdarma manévr obrana. (bez aktivace, Tělo)"
name,Kamufláž
flavor,"S jeho pomocí může celá skupina zmizet v postranní uličce nebo hluboké strži, jako by tu nikdy nebyla."
description,"Když postava pomáhá svým pomocníkům nebo jiným postavám ukrýt se v jakémkoliv prostředí, může za ně platit svými zdroji. (bez aktivace, Duše)"
name,Budu tě krýt
flavor,Dokáže krýt štítem nebo sprškou šípů postup svého spolubojovníka v nepřátelské palbě.
description,"Postava může zaplatit svými zdroji za svého pomocníka nebo jinou postavu, která se nachází dostatečně blízko a čelí střelbě nebo vrhání. (bez aktivace, Duše)"
name,Šeptanda
flavor,Pár vhodně roztroušených poznámek dokáže rychle upevnit postavení jeho přítele ve skupině či ve společnosti.
description,"Když se někomu přiměřeně dlouho věnuje, může mu předat libovolné množství svých zdrojů Vlivu. (bez aktivace, Vliv)"
name,Znalec podsvětí
flavor,"Metody zločinců má v malíčku, ostatně sám je už nejednou použil."
description,"Hráč může určit, že někde v okolí pracuje zločinecká organizace, a uvést o ní jednu zajímavost, například jaké nátlakové metody má v oblibě nebo z čeho žije. (aktivace: 1 Vliv)"
class,Vědmák
name,Znamení Fehu
flavor,"Mocné gesto, jež probudí v nestvůře plamen stravující ji zevnitř."
description,"Postava s touto vyhrazenou dovedností dokáže pomocí znamení seslat na nemrtvého, oživeného či běsa silné prokletí, které bude trvat do nejbližšího soumraku či úsvitu. (aktivace: 1 Vliv)"
name,Znamení Othala
flavor,"Prsty propletené ve znaku, který odhalí oživlé mrtvoly a skryté běsy."
description,"Postava s touto vyhrazenou dovedností dokáže rozpoznat nadpřirozené bytosti zvláštním smyslem, který jí znamení na chvíli propůjčí. (aktivace: 1 Vliv)"
name,Znamení Raidho
flavor,"Ochranné znamení umožňující ostatním, aby pohlédli do očí hrůzám, jimž vědmák čelí každý den."
description,"Postava s touto vyhrazenou dovedností dokáže na dálku snížit znamením Ohrožení komukoliv, kdo je ve střetu s nemrtvými, oživenými či běsy. (bez aktivace, Vliv)."
name,Znamení Berkano
flavor,"Letmé zkřížení rukou, jež překazí magické úklady proti vědmákovi."
description,"Postava s touto vyhrazenou dovedností dokáže sama sebe ochránit znamením proti jakémukoliv kouzlu, které je směřováno na ni. (aktivace: 1 Duše)"
name,Znamení Tiwaz
flavor,Složitá pozice zkroucených prstů dodá vědmákovi nadlidskou rychlost a pohotovost.
description,"Postava s touto vyhrazenou dovedností dokáže po provedení znamení až do konce konfliktu, ve kterém se právě nachází, používat při tělesných protiakcích manévr obrana zdarma. (aktivace: 2 Duše)"
name,Znak slunce
flavor,Slunce je symbolem světla a života. Jeho symbol nedovolí mrtvým vstoupit mezi živé a oslabí moc běsů.
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit magický obrazec a jeho prostřednictvím sesílat vědmácká znamení. (bez aktivace, Duše)"
name,Stříbrná zbraň
flavor,Pro živoucí mrtvé a přírodní démony je lesk stříbra a jeho ostrý svist smrtící.
description,"Postava je mistrem (posílené manévry) v pěším boji zblízka proti nemrtvým a běsům, když bojuje svou speciální stříbrnou zbraní. (bez aktivace, Tělo)"
name,Vymítač
flavor,"Studoval zaklínačská znamení tak dlouho, že je nyní dokáže používat s neobyčejným účinkem."
description,"Postava je mistrem (posílené manévry) v používání vědmáckých znamení. (bez aktivace, Vliv)"
name,Postrach přízraků
flavor,"Běsi ani nemrtví už ho nemohou zaskočit, dokáže je vlákat do pasti, stejně jako zahnat na útěk."
description,"Postava je mistrem (posílené manévry) v odhadování zvláštních schopností, lákání a zastrašování běsů a nemrtvých. (bez aktivace, Vliv)"
name,Svatý hněv
flavor,Svými znameními dokáže ochromit či zahnat na útěk celé zástupy démonů a nemrtvých.
description,"Při provádění znamení může postava při každé své akci směřované na skupinu cílů nacházejících se poblíž sebe použít zdarma manévr rozsáhle. (bez aktivace, Duše)"
name,Zmutované tělo
flavor,Jedy i omamné látky jsou pro něj jako mateřské mléko a nebojí se ani pohledu do očí baziliška.
description,"Když postava čelí účinkům jedu, omamné látky nebo ochromujících zvláštních schopností nestvůr, může podstoupit výzvu, aniž by k tomu musela provést akci. (bez aktivace, Tělo)"
name,Zrnko pravdy
flavor,"Jakkoliv pohádkově může příběh znít, vědmák z něj dokáže vyloupnout zdravé jádro."
description,"Postava může povyprávět určitou legendu, pověst či pověru, a hráč určí, že nějaká její část je pravdivá. Která část to bude, však rozhodne Průvodce. (bez aktivace, Duše)"
class,Alchymista
name,Živá voda
flavor,"Elixír života, s jehož pomocí lze provádět věci, které jsou v léčitelském umění považovány za nemožné. "
description,"Postava s touto vyhrazenou dovedností dokáže vyrobit lektvar, který člověku či zvířeti okamžitě zhojí jinak nevyléčitelnou tělesnou jizvu, například vypíchnuté oko, odťatou ruku a podobně. Jizva nemůže být starší než od poslední rovnodennosti či slunovratu. (aktivace: 12 surovin)"
name,Mystický ranhojič
flavor,Díky svému nadání vrátí život do zkamenělé paže nebo pomůže sténající víle.
description,"Postava s touto vyhrazenou dovedností dokáže odstraňovat následky magie působící na tělo (například proměnu v led, kulhání následkem kletby nebo ochromení), ačkoliv neovládá příslušný magický obor nebo nezná přesnou povahu kouzla či složení jedu. Umí též léčit nadpřirozené bytosti. (aktivace: 1 Duše)"
name,Neobvyklé třaskaviny
flavor,"Pokud právě skončil s přípravou pasti, neodvažujte se ani si odkašlat."
description,"Postava s touto vyhrazenou dovedností dokáže vyrobit třaskavinu nebo plynný jed, které budou odpáleny či uvolněny určitým zvukem, ba dokonce vyslovením určitého slova v doslechu. (aktivace: 1 surovina)"
name,Posílení elixíru
flavor,"Složitým rituálem, vhodným dávkováním a kombinací s dalšími přísadami dokáže zázračné účinky svých nápojů prodloužit."
description,"Postava s touto vyhrazenou dovedností dokáže podat elixír tak, že bude působit až do nejbližšího soumraku či úsvitu. (aktivace: 3 suroviny)"
name,Pán golemů
flavor,Jeho tajné vědomosti mu umožňují udržovat při životě dva umělé služebníky naráz.
description,"Postava s touto vyhrazenou dovedností dokáže vložit ve stejné době umělý život do dvou různých bytostí a využívat je jako pomocníky. (bez aktivace, Vliv)"
name,Umělá duše
flavor,"Umělá a mechanická stvoření vytvořená jeho rukou toho umějí skoro tolik, co živý tvor."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit umělou bytost, která je schopná hovořit a provádět samostatně jednoduché úkoly, přičemž může mít ve své charakteristice až dvě různé skupiny dovedností, ovšem za dvojnásobnou cenu. (bez aktivace, Vliv)"
name,Mudrc
flavor,"Jeho znalosti alchymie, okultních věd i magických artefaktů jsou imponující."
description,"Postava je zběhlá (některé manévry zdarma) v alchymických znalostech a v získávání respektu, úcty a pozornosti předvedením svých vědomostí. (bez aktivace, Duše)"
name,Ohněstrůjce
flavor,"Jeho oblíbeným oborem jsou třaskavé směsi, leptající látky a jedovatý kouř."
description,"Postava je zběhlá (některé manévry zdarma) ve výrobě a používání třaskavin, žíravin a plynných jedů. (bez aktivace, Duše)"
name,Výrobce elixírů
flavor,Dokáže namíchat zázračný elixír během chvíle a veškeré poměry magických přísad má v malíku.
description,"Postava je zběhlá (některé manévry zdarma) ve výrobě a podávání elixírů. (bez aktivace, Duše)"
name,Stvořitel
flavor,Zkoumal tajemství šémů a oživovací magie celé roky a nikdo se mu dnes nevyrovná.
description,"Postava je mistrem (posílené manévry) ve vytváření a ovládání umělých bytostí a v lámání oživovací magie. Zároveň bytosti, které vytvoří, jsou mistry v provádění činností, které spadají do jejich charakteristiky. (bez aktivace, Vliv)"
name,Tělesná stráž
flavor,"Jeho pomocníci jsou mu bezmezně oddáni. Kdo napadne jejich pána, setká se s jejich hněvem."
description,"Na tělesné akce vedené proti postavě může její pomocník reagovat i pomocí manévru obrana, jestliže se nachází poblíž. (bez aktivace, Tělo)"
name,Hračička
flavor,"Všichni dodnes vzpomínají na to, jak na audienci u vévodkyně vytáhl z rukávu mechanickou myš, která pískala."
description,"Hráč může kdykoliv určit, že postava má u sebe malý, dokonale nepraktický, ale zároveň fascinující vynález. (aktivace: 1 Duše)"
class,Čaroděj
name,Dračí dech
flavor,Oheň stvořený jeho vůlí taví kov a rozpaluje kámen.
description,"Postava s touto vyhrazenou dovedností dokáže zabíjet pomocí samotné ohnivé magie a oheň jí stvořený má sílu, jaká je ve středu kovářské výhně, takže taví kov a rozpaluje kámen do ruda. (aktivace: 1 Duše)"
name,Síla vichřice
flavor,Pouhým máchnutím ruky vyvrátí strom z kořenů nebo zvedne do vzduchu obrovský balvan.
description,"Postava s touto vyhrazenou dovedností dokáže zabíjet pomocí samotné větrné magie a umí pohybovat i s věcmi, které by uzvedl pouze obr. (aktivace: 1 Duše)"
name,Věčný žár
flavor,"Svíce hořící v jeho komnatách až do úsvitu jsou to nejmenší. Slyšeli jste už o planoucích mečích nebo o nehasnoucím oblaku jisker, jenž každou chvíli mění tvar?"
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit ohnivé kouzlo, které bude trvat až do soumraku či do úsvitu, nebudeli oheň uhašen. (aktivace: 1 Duše)"
name,Kvílení meluzíny
flavor,"Jeho větrná kouzla dokážou zařídit, že chodbou nelze až do večera projít kvůli strašlivému vichru nebo že těžký balvan visí celé hodiny nehybně ve vzduchu."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit větrné kouzlo, které bude trvat až do soumraku či do úsvitu, nebudeli překonáno silou. (aktivace: 1 Duše)"
name,Znak salamandra
flavor,"Dotkne-li se někdo předmětu nebo vkročí-li na čarodějem označená místa, mohou mu vlasy a vousy vzplát plamenem nebo se může začít dusit černým dýmem."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit magický obrazec a jeho prostřednictvím sesílat kouzla ohnivé magie. (bez aktivace, Duše)"
name,Znak sylfy
flavor,V magickém kruhu může při vkročení nepřítele rozhoupat vítr zvoneček a dveře jím označené udrží zavřené síla vichrů.
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit magický obrazec a jeho prostřednictvím sesílat kouzla větrné magie. (bez aktivace, Duše)"
name,Pán ohně
flavor,"Plameny, jež sebere dlaní z táborového ohně nebo z pochodně a vrhne proti nepříteli, pálí jako černé svědomí."
description,"Postava je mistrem (posílené manévry) v ohnivých kouzlech, k nimž využije jako základ přirozený plamen (postačí i hořící svíce) nebo žár či dým (postačí i dohasínající ohniště), a v lámání ohnivých kouzel. (bez aktivace, Duše)"
name,Vládce větru
flavor,I ze slabého vánku se může v jeho rukou zrodit matka všech bouří.
description,"Postava je mistrem (posílené manévry) ve vzdušných kouzlech, k nimž postava využije jako základ přirozený vítr (postačí i zvíření vzduchu pláštěm či vějířem, ale nikoliv jen fouknutí), a v lámání vzdušných kouzel. (bez aktivace, Duše)"
name,Plamenné peklo
flavor,Máchnutí rukou a vše kolem pohltí oheň a zahalí kouř.
description,"Při ohnivých kouzlech může postava při každé své akci směřované na skupinu cílů nacházejících se poblíž sebe použít zdarma manévr rozsáhle. (bez aktivace, Duše)"
name,Vzdušný vír
flavor,Celé mračno šípů může srazit stranou pouhým gestem¨a skupinu nepřátel zdvihne do vzduchu a udeří jimi o skálu.
description,"Při vzdušných kouzlech může postava při každé své akci směřované na skupinu cílů nacházejících se poblíž sebe použít zdarma manévr rozsáhle. (bez aktivace, Duše)"
name,Magický štít
flavor,"Dokáže odrážet nepřátelská kouzla a kletby, i když vzduch kolem něj jen jiskří magií."
description,"Když postava čelí nepřátelské magii, může v každém kole konfliktu použít jednou zdarma manévr obrana. (bez aktivace, Tělo)"
name,Společnost démonů
flavor,"Démoničtí přítelíčci, skřítci či ohniví kohouti, kteří jej tak často obklopují, nenechají svého pána zahynout kouzlem ani v léčce."
description,"Na duševní akce vedené proti postavě může její pomocník reagovat i pomocí manévru obrana, jestliže se nachází poblíž. (bez aktivace, Duše)"
class,Mág
name,Mámení smyslů
flavor,"Iluze, které vytvořil, lze je jen těžko odlišit od skutečnosti."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit iluzi, která působí na více smyslů, vyloučen je pouze hmat. (aktivace: 1 Duše za každý smysl navíc)"
name,Přeludy
flavor,"Jeho přeludy nejsou jen prchavým šálením, a mohou s vámi dokonce hovořit jako učenci."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit iluzi, která bude trvat až do soumraku či do úsvitu, nebudeli odhalena či zničena kouzlem dříve. (aktivace: 1 Duše) Postava také dokáže vytvořit iluzi, která bude reagovat na podněty z okolí tak, jak mág rozhodne. (aktivace: 1 Duše)"
name,Neviditelný loutkář
flavor,Jeho vůle je jako drásající spáry. Dokáže si člověka podřídit nebo jej provázet jako neviditelný rádce.
description,"Postava s touto vyhrazenou dovedností dokáže ovládnout jednání určitého člověka až do soumraku či úsvitu, nepřekoná-li oběť jeho působení silou své vůle. (aktivace: 1 Vliv) Postava také dokáže využívat smysly a hovořit na dálku s člověkem, který je jí přátelsky nakloněn, pomocí symbolického dotyku (tedy pokud má u sebe například pramínek jeho vlasů nebo jeho medailon  po mamince). Nemůže však takto člověka ovládat proti jeho vůli. (aktivace: 1 Vliv)"
name,Požírač duší
flavor,Pohrává si s lidskými pocity a vzpomínkami jako kejklíř s míčky.
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit kouzlo magie mysli působící na myšlení či pocity cíle, které bude trvat až do soumraku či do úsvitu. (aktivace: 1 Vliv) Postava také dokáže krást a měnit lidem vzpomínky až do soumraku či do úsvitu. (aktivace: 1 Vliv)"
name,Znak fantóma
flavor,"Kdo překročí čarovný kruh, kolem toho povstanou přízraky nebo začnou hořet neexistující plameny. Mnozí již takto zešíleli."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit magický obrazec a jeho prostřednictvím sesílat kouzla magie iluzí. (bez aktivace, Duše)"
name,Znak upíra
flavor,"Dotkneteli se předmětu nebo vkročíte na místo, které zaklel, ztratíte vůli sami nad sebou."
description,"Postava s touto vyhrazenou dovedností dokáže vytvořit magický obrazec a jeho prostřednictvím sesílat kouzla magie myšlenek. (bez aktivace, Vliv)"
name,Odhodlaná mysl
flavor,"Když se rozhodne, že prosadí svou vůli, nehledí na to, co to udělá s jeho vlastní duší."
description,"Postava dokáže za zdroje z duševní jizvy úrovně 1 dosáhnout úspěchu ve zkoušce nebo zabránit neúspěchu ve střetu bez ohledu na velikost svého aktuálního Ohrožení. (bez aktivace, Duše)"
name,Podivný přítelíček
flavor,"Z malého diblíka či šotka, mluvící ropuchy nebo černého kocoura se v jeho společnosti stává potměšilé a nebezpečné stvoření."
description,"Postava s touto vyhrazenou dovedností dokáže za stejnou cenu, jakou by ji stálo posílení Pouta o jeden bod, naučit svého pomocníka jednu zaříkávačskou dovednost nebo jednu zaříkávačskou zvláštní schopnost, kterou sama má či ovládá. Součet všech takto přidaných dovedností a zvláštních schopností nemůže přesáhnout hranici Vlivu postavy. (aktivace: 1 Vliv)"
name,Lamač vůlí
flavor,"Nemá to srdce nechat lidi, aby se rozhodovali sami, když on ví, co je pro ně dobré."
description,"Postava je mistrem (posílené manévry) v myšlenkových kouzlech, při nichž využije svoji znalost nějakého tajemství člověka, jehož chce ovlivnit, a v lámání myšlenkových kouzel. (bez aktivace, Vliv)"
name,Vládce iluzí
flavor,"Jeho fantazie je příliš bohatá, než aby si své vize mohl nechat jen pro sebe."
description,"Postava je mistrem (posílené manévry) v iluzionistických kouzlech, k nimž využije nějakou předlohu (například obraz či zmenšený model toho, co chce vytvořit), a v lámání iluzionistických kouzel. (bez aktivace, Duše)"
name,Armáda přízraků
flavor,"Na jeho pokyn povstávají davy strašidel, ze země raší neexistující bodce a desítky hlasů bez těla šepotají v temnotě."
description,"Při iluzionistických kouzlech může postava při každé své akci vytvářející nebo ovlivňující skupinu totožných iluzí použít zdarma manévr rozsáhle. (bez aktivace, Duše)"
name,Davová psychóza
flavor,Je jako ti největší z kazatelů. Dokáže svými slovy přimět celý dav k pokání i k nenávisti.
description,"Při myšlenkových kouzlech může postava při každé své akci směřované na přirozeně vzniklý dav lidí použít zdarma manévr rozsáhle. (bez aktivace, Vliv)"